id,prob
598,2.2512604291424765e-05
12048,0.6396156047878756
40908,0.9880978324361801
33283,0.7713161302518725
40600,0.9860110646989507
19805,0.9993481506253492
20784,0.9990345951811472
19048,0.9946144427871
37061,0.0500949572288375
3983,8.990781450990415e-05
10403,2.355969104372857e-05
28874,0.03984779373627689
11099,0.9999455474326281
12940,0.9998520020951045
41437,0.9911424861706664
3554,0.9248429587310296
22356,0.5441381695248034
23521,0.8496338859973203
19043,0.9993054539305541
30978,0.75212285613242
39297,0.3283922673777946
39470,0.0003980829850618317
22235,0.00037525500248047905
35270,0.8081704467055494
6693,0.000923860674420407
5657,0.11431027086945544
32121,0.050600349253933086
20400,0.9863388276060047
17806,0.05312010944881096
22512,0.9758495671740698
28606,0.233714132291874
48490,0.0025741936049583636
1403,0.022664045912412667
17124,0.3228803228065301
27901,0.005779315840701016
20999,0.9986818267125989
35827,0.15229517959070238
26701,0.7353626622507734
48095,0.8921091114350251
12253,0.005282540070529973
11177,0.9977907885516665
7686,0.0764065057299188
36491,0.0026270373496610766
27051,0.0721490810271962
3700,0.44018392479046564
32648,0.054463997996086255
16627,0.998416060181193
14605,0.6273107211541364
11235,0.9791917918225709
6006,0.0006493255914048479
44976,0.1670608267571051
23594,0.01951404153409486
24771,0.24472254523549875
34332,0.9103840847979707
19847,0.8556120513226484
37046,0.0713879031725233
3358,0.21203809774386295
47112,0.10806638750266118
4522,0.9999009406035888
37803,7.044935452227286e-05
41939,0.01014398766114244
3882,0.0014408582653077096
25287,0.005576585922923538
46006,0.006282367069020411
36394,0.35075947640388194
19123,0.007825831557352836
37707,0.7718812682104439
18962,0.9841621197377736
34016,0.0019035106788997114
33850,0.9792363960826842
12106,0.9997395784991728
30158,0.9999416642237893
11406,0.033134348855565654
36719,0.9335666888911852
6521,0.0001639161401350009
37565,1.6882726261768788e-05
9404,0.0009466224399635736
31922,0.002032357053593392
26954,0.9999440688510378
42225,0.9661539456055497
26929,0.9998300716104439
22202,0.05639015424252858
480,0.997711963769737
15022,0.05656580357227958
13299,0.9999772908523751
44668,0.12379255994292171
13588,0.45745606531697436
36871,0.9601021375284136
43907,0.02533422297354715
4789,0.08473732077911555
11538,0.983012770106752
41758,0.9991186462269421
33352,0.8549691258071682
32596,0.6258244314200674
27669,0.2112638987786205
46771,0.24190790347301827
17018,0.009393484981741973
31622,0.07490954741515943
16225,0.004777875335669313
18878,0.12863492291966816
19476,0.999282636693696
25314,0.2505118330683014
41037,0.9892799148528562
34298,0.0006745379499435433
7893,0.3277137809199603
30635,0.9999976511023286
12052,0.24100046218597337
24816,0.9983390116869905
46217,0.01130920747457409
27550,0.0027104248359282046
45642,0.9922227294782895
15635,0.28817195365134596
29120,0.8697789520645226
42335,0.9979359477133066
47655,0.9963469967577142
30227,0.9674441989717016
48625,0.9604753312833243
40005,0.9921153635394644
26223,0.0002668104600788146
38348,0.8908973486485051
9217,0.15124928471139343
18785,0.0011678182399367243
40335,0.04939952406897896
14266,0.9297362952789252
43974,0.9623370103831518
46282,0.7001387248360422
44011,0.34168899148392706
38808,0.9809462076999197
20559,0.518590199205156
2150,0.999993172320836
44500,0.9684679968977387
2237,0.9814104631042575
40275,0.00021420049379328177
3545,0.013516441338752627
19680,0.03543341544900591
20363,0.006295400886391467
39706,0.018534073813719076
44823,0.05059570168145122
37537,0.001991288107832778
49783,0.0028427818137549687
15042,0.0004915278782245958
38773,0.9868426734851808
12725,0.9999948170970654
34341,0.9389258814712889
14057,0.0018966469211244563
48392,0.8167602020486566
46800,0.0044082302913964755
4596,0.8960131216983059
49773,0.9990338060135756
41011,0.20881630829102205
20447,0.002518288902851884
31965,0.000706113856015822
45221,0.966378829842218
28223,0.9725152470583727
28355,0.6243576070566221
14832,0.9992079075491246
6426,0.010324667817443123
34101,0.8939123906492448
26530,0.3251029747375892
9133,0.0804586564444546
9636,0.0016320107093134029
41268,0.9946437773176383
31698,0.9979547867176152
39268,0.29031076782921894
41832,0.86841378442008
3819,0.22097686006831874
22394,0.11696368690457715
2494,0.0018389786920615103
24031,0.7845937473908415
20486,0.9586873661844625
13898,5.894122200089669e-05
41262,0.06329988827425137
17299,0.5262604996606932
14981,0.9732980995928422
22495,0.967934668899169
28537,0.9996458413833809
31597,0.013891298560633203
32912,0.9976663959693148
38500,0.9852257033175107
38272,0.02093452436141474
19433,0.020291481060265015
28949,0.005093645158765314
7406,0.7172802819638671
13028,0.9999949039579241
22884,0.9898521993043237
39004,0.9999287004300553
37481,0.9766114524143866
5334,0.0006695070250865021
14138,0.9852322030605541
1819,0.44145398420101234
2406,0.9999284850814442
49339,0.9032779084963976
7599,0.8975314066008823
20698,0.008309147007316109
41313,0.7705204960200509
32842,0.441427981880505
49898,0.99939084866588
20733,0.9995881960997564
44875,0.6749788229885518
39320,0.019302353826028518
25705,0.010417804407663822
48455,0.08484282520177155
28689,0.05606695059188305
4768,0.03770529817851043
9785,0.9995466684145584
45741,0.9869624353456574
26055,0.9987398283603629
28622,0.08542641010657182
10107,0.00040062179490940597
47579,0.0021592944514697843
16602,0.007044247495596845
29854,0.8217172964547694
47227,0.002700273480115034
4970,0.9984700785814964
16408,0.9755487857344283
11828,0.9874251643023754
40298,0.017517860266241914
12211,0.9997880090503979
2970,0.7658614352299291
4898,0.23412632759634855
499,0.8982601772553704
39638,0.0024971701873085506
24628,0.9399750036804206
32824,0.017318386463528346
7173,0.00011484847795206754
42290,0.9973365050210371
38940,0.0061279009201216095
5596,0.0006138755005090646
3512,0.00044895146827417243
20652,0.7491836625916021
13795,0.9720159141132002
11964,0.9995767808392106
19775,0.9955533912132493
18097,0.0004302698539919714
4300,0.9872744244784896
48523,0.01826181460289822
11707,0.02108532397545604
47107,0.011253700927578492
44711,4.995304217259022e-05
26777,8.25719663865021e-05
33340,0.9959385087985081
